name,main_info,whisky_type,volume(cl),alcohol(%),price(£),style_body_last,style_richness_last,style_smoke_last,style_sweetness_last,characters,food_paring,bottler,bottling_decade_clean,bottler_canon,is_independent,bottling_year,age,age_,age_int,is_nas,country,region,casktype,cask_group,colouring,vintage,vintage_clean,nose,palate,finish,reviews,_text_all,price_per_cl,alcohol_density,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,rarity_scarcity,rarity_price_premium,rarity_distillery,rarity_vintage,rarity_score,cluster_taste,cluster_taste_name,pc1,pc2
Glendullan 200915 Year Old Cask 9 Signatory Cask Strength,speyside single malt scotch whiskysignatory,single malt,70.0,55.6,78.25,4.0,4.0,0.0,3.0,"Figs, Dates, Raisins, Walnut, Oak, Tobacco",,signatory,,signatory,1,,15 year old,15.0,15.0,0,scotland,speyside,first-fill oloroso sherry hogshead finish,sherry,False,,,no description,no description,no description,,figs dates raisins walnut oak tobacco no description no description no description,1.1178571428571429,3892.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.6752767527675276,0.459290653157657,0.0,0.3122073056509525,0.7965019966967801,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Sherried Speyside 201014 Year Old Watt Whisky,speyside single malt scotch whiskywatt whisky,single malt,70.0,55.1,77.95,3.1,3.0,0.6,3.0,no description,,watt whisky,,watt whisky,1,,14 year old,14.0,14.0,0,scotland,speyside,hogshead,bourbon,False,,,no description,no description,no description,,no description no description no description no description,1.1135714285714289,3857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7033392556147784,0.459268796748582,0.0,0.2809865750858573,0.8007889985132395,1,Balanced,0.08650689519915575,-0.02452368687272325
Aultmore 201410 Year Old Watt Whisky,speyside single malt scotch whiskywatt whisky,single malt,70.0,56.9,72.95,3.1,3.0,0.6,3.0,no description,,watt whisky,,watt whisky,1,,10 year old,10.0,10.0,0,scotland,speyside,hogshead,bourbon,False,,,no description,no description,no description,,no description no description no description no description,1.0421428571428573,3983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7033392556147784,0.4589045232639979,0.0,0.1561036528254762,0.7511853161923743,1,Balanced,0.08650689519915575,-0.02452368687272325
Allt A Bhainne 199628 Year Old Thompson Bros,speyside single malt scotch whiskythompson bros,single malt,70.0,49.1,226.0,4.0,4.0,0.0,3.0,"Sponge cake, Ginger, Grapefruit, Rye, Bread, Tobacco",,thompson bros,,thompson bros,1,,28 year old,28.0,28.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,sponge cake ginger grapefruit rye bread tobacco no description no description no description,3.2285714285714286,3437.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0.7330053300533006,0.0147202915120416,0.0,0.7180768029971907,0.7275345256268038,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Tomintoul Caribbean Rum Cask FinishKosher Certified,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,46.5,3.0,3.0,0.0,3.0,"Honeycomb, Butterscotch, Vanilla, Cinnamon",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,rum finish,rum,Unknown,,,no description,no description,no description,,honeycomb butterscotch vanilla cinnamon no description no description no description,0.6642857142857143,2800.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.001642873415474,0.0,0.0,0.0009745635575655,1,Balanced,-0.019136994712462305,-0.6157242202255798
Dailuaine 201112 Year Old Ashish Basnet Whisky Show 2024,speyside single malt scotch whisky,single malt,70.0,53.1,69.95,3.0,2.0,0.0,4.0,"Peach, White chocolate, Wax, Nutmeg, Marmalade, Lemon",,,,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,peach white chocolate wax nutmeg marmalade lemon no description no description no description,0.9992857142857144,3717.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0033513160581733,0.0,0.2185451139556667,0.2861518855262412,6,Sweet,-0.21222574221164636,-2.117567441715078
Glenallachie 10 Year Old Grattamacco Wine FinishWine Cask Series,speyside single malt scotch whiskydistillery bottling,single malt,70.0,48.0,48.95,4.0,4.0,0.0,3.0,"Truffle, Caramel, Dark Chocolate, Butterscotch, Dried Fruit",,distillery bottling,,distillery bottling,0,,10 year old,10.0,10.0,0,scotland,speyside,wine barrel finish,bourbon,False,,,no description,no description,no description,,truffle caramel dark chocolate butterscotch dried fruit no description no description no description,0.6992857142857143,3360.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0018213674229202,0.0,0.1561036528254762,0.2605505132875397,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Glenlossie 10 Year OldFlora & Fauna,speyside single malt scotch whiskydistillery bottling,single malt,70.0,43.0,62.75,2.8,2.8,0.8,2.9,no description,"Indian Curry, Mexican, Chicken Satay",distillery bottling,,distillery bottling,0,,10 year old,10.0,10.0,0,scotland,speyside,not specified,unknown,True,,,no description,no description,no description,,no description indian curry mexican chicken satay no description no description no description,0.8964285714285715,3010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0028267622403722,0.0,0.1561036528254762,0.2611469202540322,1,Balanced,-0.536860016499073,0.14517287537037024
Glenfarclas 9 Year OldOloroso Sherry Casks,speyside single malt scotch whiskydistillery bottling,single malt,70.0,44.1,52.95,3.0,3.0,0.0,3.0,"Cardamom, Grape, Figs, Dates",,distillery bottling,,distillery bottling,0,,9 year old,9.0,9.0,0,scotland,speyside,oloroso sherry,sherry,Unknown,,,no description,no description,no description,,cardamom grape figs dates no description no description no description,0.7564285714285715,3087.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0021127862105875,0.0,0.124882922260381,0.2483764866619673,1,Balanced,-0.019136994712462305,-0.6157242202255798
Benriach 200814 Year Old Hart Brothers,speyside single malt scotch whiskyhart brothers,single malt,70.0,56.7,111.0,3.1,3.0,0.8,3.0,no description,,hart brothers,,hart brothers,1,,14 year old,14.0,14.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,1.5857142857142856,3969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8331283312833128,0.4616766444816825,0.0,0.2809865750858573,0.8792091024336279,1,Balanced,0.08178983474904629,0.1614367110594289
Benriach 199131 Year Old Berry Bros & Rudd,speyside single malt scotch whiskyberry bros & rudd,single malt,70.0,48.3,800.0,3.0,3.0,0.0,3.0,"Custard, Apricot, Praline, Cardamom, Fudge, Leather",,berry bros & rudd,,berry bros & rudd,1,,31 year old,31.0,31.0,0,scotland,speyside,hogshead,bourbon,False,,,no description,no description,no description,,custard apricot praline cardamom fudge leather no description no description no description,11.428571428571429,3381.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0.6919292269845775,0.0565388875422912,0.0,0.8117389946924766,0.7650156720746661,1,Balanced,-0.019136994712462305,-0.6157242202255798
Benriach 201013 Year Old PX Sherry Finish Berry Bros & Rudd,speyside single malt scotch whiskyberry bros & rudd,single malt,70.0,60.7,95.95,3.0,3.0,0.0,3.0,"Ginger, Black Pepper, Plums, Dried Fruit, Oak",,berry bros & rudd,,berry bros & rudd,1,,13 year old,13.0,13.0,0,scotland,speyside,pedro ximenez sherry butt finish,sherry,False,,,no description,no description,no description,,ginger black pepper plums dried fruit oak no description no description no description,1.3707142857142858,4249.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6919292269845775,0.4605801812930845,0.0,0.249765844520762,0.7824515167231829,1,Balanced,-0.019136994712462305,-0.6157242202255798
Glenallachie 10 Year Old Spanish Oak,speyside single malt scotch whisky distillery bottling,single malt,70.0,48.0,69.95,3.0,2.9,0.8,2.7,Oak,,Distillery Bottling,,distillery bottling,0,,10 year old,10.0,10.0,0,scotland,speyside,not specified,unknown,False,,,no description,no description,no description,,oak no description no description no description,0.9992857142857144,3360.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.0033513160581733,0.0,0.1561036528254762,0.2614580891061153,1,Balanced,-0.3515099618794092,0.49001681905813416
Glenlivet 21 Year OldThe Sample Room Collection,speyside single malt scotch whiskydistillery bottling,single malt,70.0,43.0,250.0,2.0,3.0,0.0,3.0,"Ginger, Pear, Caramel, Dark Chocolate, Peach, Cinnamon",,distillery bottling,,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,speyside,first fill,unknown,Unknown,,,no description,no description,no description,,ginger pear caramel dark chocolate peach cinnamon no description no description no description,3.571428571428572,3010.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0164688042380451,0.0,0.499531689041524,0.40505535161369,2,Balanced,-1.2170877073319255,-0.948917615789582
Balvenie 16 Year Old French OakPineau Cask Finish,speyside single malt scotch whiskydistillery bottling,single malt,70.0,47.6,147.0,3.0,1.0,0.0,4.0,"Apple, Grapefruit, Honey, Ginger, Geranium, Grass",,distillery bottling,,distillery bottling,0,,16 year old,16.0,16.0,0,scotland,speyside,pineau des charentes wine finish,wine_port,Unknown,,,Beautifully balanced light floral notes from lotus and geranium flowers dance between hints of fresh meadow grass and peeled apple skin.,A energizing zing from tangy lemon rind and grapefruit meet the delicate subtle sweetness of glazed fruits and spice from root ginger.,Refreshingly concise.,"Perhaps a price range of £70-90 would help it! || At first I thought I had erred in my purchase but after several months I came back to it. I was surprised at how much I began to enjoy it. It certainly has been a nice change from the sherry based malts I have been drinking from Glendronach, Hazelburn and Dalmore. It is a solid bottling from Balvenie and I am glad for my purchase. || Great addition to any French oak whisky lovers profile. The nose here excels far past the palate and finish but all three are very well balanced with the wine influence from the wood. Sampled these with 2 other French oak finished bourbons and this one took first!!",apple grapefruit honey ginger geranium grass beautifully balanced light floral notes from lotus and geranium flowers dance between hints of fresh meadow grass and peeled apple skin energizing zing from tangy lemon rind and grapefruit meet the delicate subtle sweetness of glazed fruits and spice from root ginger refreshingly concise perhaps price range of - would help it at first thought had erred in my purchase but after several months came back to it was surprised at how much began to enjoy it it certainly has been nice change from the sherry based malts have been drinking from glendronach hazelburn and dalmore it is solid bottling from balvenie and am glad for my purchase great addition to any french oak whisky lovers profile the nose here excels far past the palate and finish but all three are very well balanced with the wine influence from the wood sampled these with other french oak finished bourbons and this one took first,2.1,3332.0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0.3333333333333333,0.0089647704556136,0.0,0.3434280362160478,0.3388694172627429,6,Sweet,-1.140804116252307,-2.339201238944437
Tomintoul 201010 Year Old Watt Whisky,speyside single malt scotch whiskywatt whisky,single malt,70.0,56.7,69.75,3.2,3.2,0.8,3.1,"Butterscotch, Cream, Marzipan",,watt whisky,,watt whisky,1,,10 year old,10.0,10.0,0,scotland,speyside,not specified,unknown,False,,,no description,no description,no description,,butterscotch cream marzipan no description no description no description,0.9964285714285714,3969.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7033392556147784,0.4586713882338641,0.0,0.1561036528254762,0.7510470189247817,1,Balanced,0.4608495434732728,0.11106186763568707
Caperdonich 21 Year Old PeatedSecret Speyside,speyside single malt scotch whiskydistillery bottling,single malt,70.0,48.0,290.0,4.0,2.0,3.0,2.0,"Orange, Smoke, Mint",,distillery bottling,,distillery bottling,0,,21 year old,21.0,21.0,0,scotland,speyside,barrel,bourbon,Unknown,,,no description,no description,no description,,orange smoke mint no description no description no description,4.142857142857143,3360.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0193829921147176,0.0,0.499531689041524,0.4067840674585957,3,Smoky & Full-Body,-0.5560101894267784,3.565450771351484
Aberlour Triple Cask,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,65.25,3.0,1.0,0.0,3.0,"Honey, Biscuits, Black Pepper, Strawberry, Toffee",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,honey biscuits black pepper strawberry toffee no description no description no description,0.9321428571428572,2800.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0030088989826643,0.0,0.0,0.0017848991098651,2,Balanced,-1.8762937427937836,-1.0589918146842983
Tomintoul Seiridh,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,39.25,4.0,3.0,0.0,4.0,"Figs, Christmas Cake, Dried Fruit, Milk Chocolate, Cinnamon, Butterscotch",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,oloroso sherry butt,sherry,Unknown,,,no description,no description,no description,"Tomintoul Seridh (sherry) - not much sherry influence to the eye, on the nose or to taste but, that said, this is a decent version of Tomintoul at a fair price. A Glendronach it is not but it is a sherry finish for a few months rather than having been matured for the whole time in sherry casks. It is a very smooth, fruity whisky with a long sweet finish and I must say that I have enjoyed every dram so far.",figs christmas cake dried fruit milk chocolate cinnamon butterscotch no description no description no description tomintoul seridh sherry - not much sherry influence to the eye on the nose or to taste but that said this is decent version of tomintoul at fair price glendronach it is not but it is sherry finish for few months rather than having been matured for the whole time in sherry casks it is very smooth fruity whisky with long sweet finish and must say that have enjoyed every dram so far,0.5607142857142857,2800.0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0.0,0.0011146768628272,0.0,0.0,0.0006612338106764,0,Sweet & Rich & Full-Body,1.9143033444484774,-1.5627402489217164
Glenallachie Distillery Edition,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,36.25,2.7,2.6,0.8,2.9,no description,,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,"This is not quite as smooth as the writing on the box claims, however that said it is a really flavoursome malt and delicious when chilled with ice || Got two bottles of this lovely whiskey on offer half price – £15 each – and thought at that price would try it. Would I have paid full price? Probably; for a single malt it ticks most of the boxes. It’s smooth with a nice warmth that doesn’t overpower. It’s not peaty which is good for me as I don’t like the overly peated (almost dental) taste in some whiskies. It’s on par with Glen Keith or lower-end Jura. If you want a whisky to impress but don’t want to blow your budget, give it a whirl – your guest/recipient won’t be disappointed. || Yes have tried this whisky, it is a lovely dram and is very mild . || Have also tried this and agree with the young age part of previous review.I personally think this is about 8 years old at most and it shows in how spirity it is on the nose.I cant find a lot to say about this , apart from along with the Glen Keith of the same packaging it is a very poor offering from Pernod Ricard for both distilleries.I have said of the Glen Keith bottling that an expression of 10-12 years and 46 abv could showcase both distilleries in a better light. || Amazing how a distillery so close to Aberlour can come up with something so different. It has notes of rhubarb, baked apple, custard, flapjack, vanilla, gooseberry and sherbert. No age statement but it does not feel under-matured - maybe 10 years old or so. Yes it is off the radar a bit but worth buying for something made in vast quantities yet retaining distinctive flavours.",no description no description no description no description this is not quite as smooth as the writing on the box claims however that said it is really flavoursome malt and delicious when chilled with ice got two bottles of this lovely whisky on offer half price each and thought at that price would try it would have paid full price probably for single malt it ticks most of the boxes it smooth with nice warmth that doesn overpower it not peaty which is good for me as don like the overly peated almost dental taste in some whiskies it on par with glen keith or lower-end jura if you want whisky to impress but don want to blow your budget give it whirl your guest recipient won be disappointed yes have tried this whisky it is lovely dram and is very mild have also tried this and agree with the young age part of previous review personally think this is about years old at most and it shows in how spirity it is on the nose cant find lot to say about this apart from along with the glen keith of the same packaging it is very poor offering from pernod ricard for both distilleries have said of the glen keith bottling that an expression of - years and abv could showcase both distilleries in better light amazing how distillery so close to aberlour can come up with something so different it has notes of rhubarb baked apple custard flapjack vanilla gooseberry and sherbert no age statement but it does not feel under-matured - maybe years old or so yes it is off the radar bit but worth buying for something made in vast quantities yet retaining distinctive flavours,0.5178571428571429,2800.0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0008961127720767,0.0,0.0,0.0005315801223084,1,Balanced,-0.8423707625691508,0.06752677636809837
Aberlour A'Bunadh Batch 57,speyside single malt scotch whiskydistillery bottling,single malt,70.0,60.7,150.0,2.9,2.7,0.1,2.8,no description,,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,oloroso sherry butt,sherry,Unknown,,,no description,no description,no description,"My single favorite bottle, and one I am never without. The variance in flavor between batches is noticeable and welcome - variations on a theme.  This requires a little patience to open up, but is very rewarding once it does. If you are looking to expand your horizons or are new to this kind of brown water, this is an excellent place to start. || Great whisky, has an excellent taste. Highly recomended! One of my favourites. || Id heard alot of good things about abunadh and so was very interested in trying it. I have to admit at first i was quite disappointed, yes there were some lovely rich flavours but all rather mute. I tried it neat and with a little water and both times with around 20 minutes in the glass before tasting. I cannot claim to be an expert by any stretch of the imagination but i expected a greater experience from this whisky (batch 57 ) 

Now a month on with a quater of the bottle gone my opinion has changed. Its a lovely dram, one that i expected it to be. I think the oxidisation has really helped this bottle open up. I highly recommend it, but definitely needs a bit of time and air. || This is a great bottle, the taste is powerfull and i personaly tryed straight and with water and i prefer straight ! The nose the taste and the after tase are givin you all what you was looking for , but for the price go with the aberloir 12! Dont esitate for the powerfull ! || Got my first bottle last month! Fantastic sherried style whisky from aberlour. Definitely needs a little water to take off the burn from 60% but the flavours are so good, Christmas cake, cherrys, chocolate.. so so good just grab a bottle and enjoy!",no description no description no description no description my single favorite bottle and one am never without the variance in flavor between batches is noticeable and welcome - variations on theme this requires little patience to open up but is very rewarding once it does if you are looking to expand your horizons or are new to this kind of brown water this is an excellent place to start great whisky has an excellent taste highly recomended one of my favourites id heard alot of good things about abunadh and so was very interested in trying it have to admit at first was quite disappointed yes there were some lovely rich flavours but all rather mute tried it neat and with little water and both times with around minutes in the glass before tasting cannot claim to be an expert by any stretch of the imagination but expected greater experience from this whisky batch now month on with quater of the bottle gone my opinion has changed its lovely dram one that expected it to be think the oxidisation has really helped this bottle open up highly recommend it but definitely needs bit of time and air this is great bottle the taste is powerfull and personaly tryed straight and with water and prefer straight the nose the taste and the after tase are givin you all what you was looking for but for the price go with the aberloir dont esitate for the powerfull got my first bottle last month fantastic sherried style whisky from aberlour definitely needs little water to take off the burn from but the flavours are so good christmas cake cherrys chocolate so so good just grab bottle and enjoy,2.142857142857143,4249.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.4645179776614382,0.0,0.0,0.2755551880010562,1,Balanced,-0.566962033719957,-0.3665116151326837
Glenrothes 199018 Year Old Sherry Cask Single Malts of Scotland,speyside single malt scotch whiskyspeciality drinks ltd,single malt,70.0,46.0,199.0,3.1,3.0,0.6,3.0,no description,,speciality drinks ltd,,speciality drinks ltd,1,,18 year old,18.0,18.0,0,scotland,speyside,refill sherry,sherry,False,,,no description,no description,no description,,no description no description no description no description,2.842857142857143,3220.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0127532146952877,0.0,0.4058694973462383,0.7612816939495638,1,Balanced,0.08650689519915575,-0.02452368687272325
Cragganmore 12 Year OldSmall Bottle,speyside single malt scotch whiskydistillery bottling,single malt,20.0,40.0,17.95,3.0,2.0,0.0,4.0,"Orange, Lemon, Almond, Biscuits, Toffee",,distillery bottling,,distillery bottling,0,,12 year old,12.0,12.0,0,scotland,speyside,not specified,unknown,True,,,"An aromatic blast of citrus to begin with – orange and lemon oil – then soft aromas of toffee, roasted almonds and malted biscuits follow. Very clean and appetising, with a gentle floral character.","The fresh citrus notes continue on to the palate, joined by sweet toffee, malt and oat biscuits. Very clean and refreshing.",The gentle maltiness fades lightly.,"Lovely! Says it all. But so easy to drink I have to pace myself! Definitely a must try! || Very fruity, delicate, vivid and vibrant single malt Scotch whisky. Full of character, reveals its personality in every sip both on the nose and palate. Certainly more feminine than masculine, and perfect Scotch for spring/summer days. It should also be noted here that my lady friends with a taste for Scotch claim Cragganmore 12 Year to be their most favorite Scotch for all the reasons listed above. Enjoy!",orange lemon almond biscuits toffee an aromatic blast of citrus to begin with orange and lemon oil then soft aromas of toffee roasted almonds and malted biscuits follow very clean and appetising with gentle floral character the fresh citrus notes continue on to the palate joined by sweet toffee malt and oat biscuits very clean and refreshing the gentle maltiness fades lightly lovely says it all but so easy to drink have to pace myself definitely must try very fruity delicate vivid and vibrant single malt scotch whisky full of character reveals its personality in every sip both on the nose and palate certainly more feminine than masculine and perfect scotch for spring summer days it should also be noted here that my lady friends with taste for scotch claim cragganmore year to be their most favorite scotch for all the reasons listed above enjoy,0.8975,800.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.2731277854627338,0.0,0.2185451139556667,0.446185101289563,6,Sweet,-0.21222574221164636,-2.117567441715078
Glen Moray 200619 Year Old North Star Series 25,speyside single malt scotch whiskynorth star spirits,single malt,70.0,56.6,125.0,3.0,3.0,0.0,3.0,"Apple, Oats, Wildflowers, Honey, Peach",,north star spirits,,north star spirits,1,,19 year old,19.0,19.0,0,scotland,speyside,oloroso hogshead,sherry,False,,,no description,no description,no description,,apple oats wildflowers honey peach no description no description no description,1.7857142857142858,3962.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.4626966102385179,0.0,0.4370902279113335,1.0,1,Balanced,-0.019136994712462305,-0.6157242202255798
Benrinnes 199626 Year Old Casks ##11687+11702 Signatory,speyside single malt scotch whiskysignatory,single malt,70.0,53.5,180.0,4.0,4.0,0.0,3.0,"Fudge, Lemon, Apple, Almond",,signatory,,signatory,1,,26 year old,26.0,26.0,0,scotland,speyside,hogshead,bourbon,False,,,no description,no description,no description,,fudge lemon apple almond no description no description no description,2.571428571428572,3745.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6752767527675276,0.0113689754538683,0.0,0.6556353418670003,0.6666077257431547,4,Rich & Full-Body,2.1073920919476614,-0.06089702743221838
Mortlach 16 Year OldFlora & Fauna,speyside single malt scotch whiskydistillery bottling,single malt,70.0,43.0,225.0,4.0,4.0,0.0,4.0,"Raisins, Leather, Raspberry, Prunes, Dark Chocolate, Meat",,distillery bottling,,distillery bottling,0,,16 year old,16.0,16.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,raisins leather raspberry prunes dark chocolate meat no description no description no description,3.2142857142857144,3010.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.3333333333333333,0.0146474368151248,0.0,0.3434280362160478,0.3422404131603089,0,Sweet & Rich & Full-Body,2.842881718489138,-1.3411064516923572
Knockando 1986 Centenary12 Year Old Bot.1998,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,250.0,3.1,3.0,0.8,3.0,no description,,distillery bottling,,distillery bottling,0,1998.0,,,16.203125,1,scotland,speyside,not specified,unknown,True,1986.0,1986.0,no description,no description,no description,,no description no description no description no description,3.571428571428572,2800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0164688042380451,0.58427653716733,0.2069586316817092,0.3226800873012581,1,Balanced,0.08178983474904629,0.1614367110594289
Benrinnes 12 Year OldSoldier Household Series Macbeth Act Two,speyside single malt scotch whiskyelixir distillers,single malt,70.0,53.5,84.95,3.0,4.0,0.0,3.0,"Redcurrant, Leather, Orange, Meat, Walnut, Milk Chocolate",,elixir distillers,,elixir distillers,1,,12 year old,12.0,12.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,redcurrant leather orange meat walnut milk chocolate no description no description no description,1.2135714285714283,3745.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.6885062183955174,0.0044441365119254,0.0,0.2185451139556667,0.4974910977479136,1,Balanced,0.9094413793281985,-0.3940904229962206
Singleton of Auchroisk 1976Bot.1980s,speyside single malt scotch whiskydistillery bottling,single malt,75.0,40.0,250.0,3.1,3.0,0.8,3.0,no description,,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,no description no description no description no description,3.333333333333333,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0164688042380451,0.0,0.0,0.0097694054185232,1,Balanced,0.08178983474904629,0.1614367110594289
Dufftown 198734 Year Old Finn Thomson,speyside single malt scotch whiskyfinn thomson,single malt,70.0,54.7,477.0,3.0,2.0,0.0,3.0,"Mango, Vanilla, Dark Chocolate, Caramel, Walnut, Malt",,finn thomson,,finn thomson,1,,34 year old,34.0,34.0,0,scotland,speyside,hogshead,bourbon,False,,,no description,no description,no description,,mango vanilla dark chocolate caramel walnut malt no description no description no description,6.814285714285714,3829.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0330068204381612,0.0,0.9054011863877623,0.9708466404326662,1,Balanced,-0.9477153687531231,-0.837358017454939
Tomintoul 18 Year OldGlass Set,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,132.0,3.0,3.0,0.0,3.0,"Dried Fruit, Plums, Apple, Cinnamon, Tobacco, Caramel",,distillery bottling,,distillery bottling,0,,18 year old,18.0,18.0,0,scotland,speyside,not specified,unknown,Unknown,,,no description,no description,no description,,dried fruit plums apple cinnamon tobacco caramel no description no description no description,1.8857142857142857,2800.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.3333333333333333,0.0078719500018614,0.0,0.4058694973462383,0.3629149452410292,1,Balanced,-0.019136994712462305,-0.6157242202255798
Tomintoul Tlath,speyside single malt scotch whiskydistillery bottling,single malt,70.0,40.0,34.95,2.0,2.0,0.0,2.0,"Toffee, Vanilla, White Pepper, Nutmeg, Mint, Lemon",,distillery bottling,,distillery bottling,0,,,,16.203125,1,scotland,speyside,bourbon barrel,bourbon,Unknown,,,no description,no description,no description,Silky smooth and quite mellow with just enough flavor and finish to justify its very reasonable price which could quite easily tempt any Speysider fan to forsake their uusual tipple simply out of curiosity and those that do.... May well be glad they did ! Ladies will love this- Sweet delicate and moreish dram.,toffee vanilla white pepper nutmeg mint lemon no description no description no description silky smooth and quite mellow with just enough flavor and finish to justify its very reasonable price which could quite easily tempt any speysider fan to forsake their uusual tipple simply out of curiosity and those that do may well be glad they did ladies will love this- sweet delicate and moreish dram,0.4992857142857143,2800.0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0.0008014016660849,0.0,0.0,0.000475396857349,2,Balanced,-2.881155707914063,0.10965801124119734
